cohort,channel,context,source_lag_frames,horizon_frames,source_to_endpoint_frames,scope,reference,method,n_edges,n_positive,prevalence,auroc,auprc,source_macro_auroc,n_macro_sources
historical80,endpoint_mean,state_average,8,16,24,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6004005653650613,0.266779065006061,0.5705813968528268,80
historical80,endpoint_mean,state_average,8,16,24,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6380635090272055,0.10231887837989745,0.6301764015576072,66
historical80,endpoint_mean,state_average,8,16,24,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.599394168875426,0.2003289400905593,0.5236647002952131,27
historical80,endpoint_mean,state_average,8,16,24,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.5963772315686996,0.2723565762137022,0.5834231876275363,57
historical80,endpoint_mean,state_average,8,16,24,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.5892279005909256,0.23911379594934318,0.5724250186207772,57
historical80,endpoint_mean,state_average,8,16,24,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6369731626051851,0.11152472126713403,0.6453761749513145,47
historical80,endpoint_mean,state_average,8,32,40,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.5930944510696878,0.2356183768928648,0.5361983017178622,44
historical80,endpoint_mean,state_average,8,32,40,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.5890565530241321,0.2847383064461523,0.5571341860093266,80
historical80,endpoint_mean,state_average,8,32,40,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.5899358268464021,0.25792533243289356,0.5545756735919072,80
historical80,endpoint_mean,state_average,8,32,40,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6003752442644906,0.09364467009602079,0.5871968042061312,66
historical80,endpoint_mean,state_average,8,32,40,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.5899753881105642,0.19338073576674342,0.520652526900461,27
historical80,endpoint_mean,state_average,8,32,40,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.5763843621693957,0.25760353453396523,0.5598381096102732,57
historical80,endpoint_mean,state_average,8,32,40,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.5745550218680269,0.22620147203130953,0.5548920980365892,57
historical80,endpoint_mean,state_average,8,32,40,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.5999227832093,0.10005483947914445,0.6118472431786034,47
historical80,endpoint_mean,state_average,16,1,17,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6354364256767754,0.25386847974968296,0.5854833009213709,44
historical80,endpoint_mean,state_average,16,1,17,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6111256982223631,0.30364107976353033,0.5861081554015175,80
historical80,endpoint_mean,state_average,16,1,17,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6045217391304347,0.2710657995300107,0.5741102201202167,80
historical80,endpoint_mean,state_average,16,1,17,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6397987411193662,0.10355745539459897,0.633176131138922,66
historical80,endpoint_mean,state_average,16,1,17,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6134197904834028,0.21129342966629255,0.5400633988026894,27
historical80,endpoint_mean,state_average,16,1,17,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.6110553614628477,0.2795889359398077,0.5972748491604932,57
historical80,endpoint_mean,state_average,16,1,17,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.6018634741512001,0.2451420289072221,0.5816991222923265,57
historical80,endpoint_mean,state_average,16,1,17,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6489189649302008,0.11301419220044182,0.6569758236121613,47
historical80,endpoint_mean,state_average,16,2,18,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6329046044996518,0.25283115749512935,0.5849371057954907,44
historical80,endpoint_mean,state_average,16,2,18,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6100590254744069,0.30256432920323406,0.584234613550932,80
historical80,endpoint_mean,state_average,16,2,18,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6040662405332996,0.27036114280440704,0.5732248380888093,80
historical80,endpoint_mean,state_average,16,2,18,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6372770331919286,0.10257992801079745,0.6301993084277836,66
historical80,endpoint_mean,state_average,16,2,18,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6140271992931969,0.20967029576037222,0.540968444883559,27
historical80,endpoint_mean,state_average,16,2,18,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.6099473507702026,0.27851929041329165,0.5953808676982962,57
historical80,endpoint_mean,state_average,16,2,18,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.6010089477300996,0.24430970426799675,0.580949054798034,57
historical80,endpoint_mean,state_average,16,2,18,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6472206008722864,0.11209876249357353,0.6537809063914426,47
historical80,endpoint_mean,state_average,16,4,20,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6303487723735356,0.25025886544568177,0.5826131187888327,44
historical80,endpoint_mean,state_average,16,4,20,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6092895965746512,0.300712451123161,0.5815173490959162,80
historical80,endpoint_mean,state_average,16,4,20,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.603921439571335,0.26915411366822006,0.5727025357613186,80
historical80,endpoint_mean,state_average,16,4,20,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6348228339198797,0.10097566372534945,0.6240242455460405,66
historical80,endpoint_mean,state_average,16,4,20,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6123469645336364,0.20612534201647129,0.5401503787332621,27
historical80,endpoint_mean,state_average,16,4,20,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.607586763781758,0.27678699591296163,0.5921017116984412,57
historical80,endpoint_mean,state_average,16,4,20,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.5993544846759685,0.24302864376992492,0.580408522149529,57
historical80,endpoint_mean,state_average,16,4,20,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.642702101269517,0.1104543150982262,0.6479671483336026,47
