law,delta,generator_id,model_name,method,metric_id,median,q25,q75,n
clean,0.12,g3_skew,autoregressive_mdn,signed_riesz_dictionary,channel_readout_nrmse,10.229148808640474,6.798295784236627,14.76994317709774,8
clean,0.12,g3_skew,autoregressive_mdn,signed_riesz_dictionary,witness_nrmse,4.84987580522324,4.634536956419133,5.491929655067852,8
clean,0.12,g3_skew,bounded_energy,direct_coupled_samples,channel_readout_nrmse,8.612439700607489,5.726289744633632,13.460654704061977,8
clean,0.12,g3_skew,bounded_energy,history_tangent_finite_target,channel_readout_nrmse,2.255294630144369,1.0098445852424356,3.232895747938352,8
clean,0.12,g3_skew,bounded_energy,history_tangent_finite_target,witness_nrmse,1.0918356223560746,1.0311885860943457,1.146212858634441,8
clean,0.12,g3_skew,bounded_energy,signed_classifier,channel_readout_nrmse,1.0085095699022366,0.9975099140497249,1.0750756945081974,8
clean,0.12,g3_skew,bounded_energy,signed_classifier,witness_nrmse,1.023129202181019,1.0000768319626787,1.0815286348021087,8
clean,0.12,g3_skew,bounded_energy,signed_riesz_dictionary,channel_readout_nrmse,17.396961605095427,12.751974453634976,22.018486380984672,8
clean,0.12,g3_skew,bounded_energy,signed_riesz_dictionary,witness_nrmse,9.820058668938852,8.814047553765146,10.129652178628891,8
clean,0.12,g3_skew,diffusion_edm,direct_coupled_samples,channel_readout_nrmse,1.0419834394757752,0.7218949763112149,1.4832489319058157,8
