fold,phase,lag,source,target,horizon,contrast_fraction,steps_factor,effect_mean,effect_sd,gap_mean,valid_fraction
0,baseline,1,ADE,AVA,16,1.0,1,0.13628244648377097,0.13992844541808652,0.5481003721555074,1.0
0,baseline,1,ADE,AVA,16,1.0,2,0.1651207307974497,0.09149574025035256,0.5426829755306244,1.0
0,baseline,1,ADE,AVA,32,1.0,1,0.130190753377974,0.11867103967436395,0.5481003721555074,1.0
0,baseline,1,ADE,AVA,32,1.0,2,0.1949163277943929,0.053069547330173064,0.5426829755306244,1.0
0,baseline,1,ADE,AVB,1,1.0,1,-0.03436423589785897,0.2210372560493802,0.5481003721555074,1.0
0,baseline,1,ADE,AVB,1,1.0,2,0.032011903822422,0.09200789974104201,0.5426829755306244,1.0
0,baseline,1,ADE,AVB,2,1.0,1,-0.03492091099421186,0.21732966082503644,0.5481003721555074,1.0
0,baseline,1,ADE,AVB,2,1.0,2,0.032549234728018434,0.09125614816336439,0.5426829755306244,1.0
0,baseline,1,ADE,AVB,4,1.0,1,-0.037757533291975676,0.2084622252374566,0.5481003721555074,1.0
0,baseline,1,ADE,AVB,4,1.0,2,0.031030821303526534,0.08553836484665839,0.5426829755306244,1.0
0,baseline,1,ADE,AVB,8,1.0,1,-0.0308516435325146,0.18834328599186295,0.5481003721555074,1.0
0,baseline,1,ADE,AVB,8,1.0,2,0.038481901089350366,0.06776178436433275,0.5426829755306244,1.0
0,baseline,1,ADE,AVB,16,1.0,1,-0.009643826633691793,0.15410773409923287,0.5481003721555074,1.0
0,baseline,1,ADE,AVB,16,1.0,2,0.05039961030706757,0.039491093418911334,0.5426829755306244,1.0
0,baseline,1,ADE,AVB,32,1.0,1,0.03442044773449499,0.1346207873609451,0.5481003721555074,1.0
0,baseline,1,ADE,AVB,32,1.0,2,0.0632273306449254,0.03319915053150561,0.5426829755306244,1.0
0,baseline,1,ADE,AVD,1,1.0,1,0.025718224545319867,0.17500104848455997,0.5481003721555074,1.0
